id,username,text,keywords,date,location
1189664700335902720,antopostorivo,"Se lo avesse deciso @realDonaldTrump, e non il “democratico e progressista “ Consiglio Comunale di NYC, avrebbero tutti urlato: ecco il proibizionismo. Invece ora  i sostenitori di @BilldeBlasio  ? Ci siete ? Toc Toc .. #FoieGras https://t.co/oyUeeYrYji",['trump'],2019-10-30 22:05:42,"Roma, Lazio"
1189643005814300672,simo6608,@Psiche15095446 @g_occhionero @POTUS Il Presidente Trump è  l'Unico che può  salvare i popoli europei. I soldati americano sono in Grecia.. In quel Paese è in atto un genocidio.. e Trump sono sicura metterà  fine a questa dittatura europea e mondiale,['trump'],2019-10-30 20:39:29,
1189522703717416960,GramsciAG,@MantiniRita @AlvisiConci attenzione la mia è una provocazione nei confronti di chi sostiene trump,['trump'],2019-10-30 12:41:27,
1189454978697568258,FiorlettaF,"Oggi su @pandorarivista La visione di Trump di @GermanoDottori 
-
Su @Avvenire_Nei Maurizio Shoepflin incontra Le custodi del potere di Francesca Rohr Vio 
-
Sul @Corriere - Veneto, Bellum in Terris, la Grande Guerra vista da Mario Isnenghi. 
📚📚📚
@SalernoEditrice https://t.co/0kXA1PqLGn",['trump'],2019-10-30 08:12:20,ufficio stampa e comunicazione
1189529699892027392,xtragrnd,@realDonaldTrump Inaccurate,['trump'],2019-10-30 13:09:15,NJ/Philly
1189668778101088262,GiulioTerzi,#ImpeachmentHearings :@AlexanderVindman ricorda che in riunione con Amb.#Sondland @AmbJohnBolton terminò la discussione quando Sondland iniziò a insistere per condizionare l'aiuto a Kiev all'indagine sui #Biden. @GlobalCRL https://t.co/eM6vFZV1gG,['biden'],2019-10-30 22:21:54,
1189648057899589632,ggramaglia,"Buongiorno. Oggi https://t.co/YxO8qbJINz, domani @SBSitalian: #impeachment fatti e volti dell'inchiesta che rende nervoso @realDonaldTrump https://t.co/taf5lMQB6e https://t.co/RcQsTDdxbH https://t.co/zpFkaizE5O",['trump'],2019-10-30 20:59:34,"Roma, Italia"
1189448338673950720,minomazz,Il testimone contro Trump e veterano di guerra viene insultato dal senatore repubblicano. È ucraino! https://t.co/sZ10xZWvxZ,['trump'],2019-10-30 07:45:57,
1189541648562343937,PoveraMa,@l_angiolini Sicuramente! Obama aveva fatto qualcosa del genere e stava funzionando... poi è arrivato Trump,['trump'],2019-10-30 13:56:44,bologna
1189459259274211329,GiovanniFanfoni,"@sneerbear @IlhanMN @RashidaTlaib @realDonaldTrump Hai ragione. È tipico delle identità (individuali, nazionali, culturali) più fragili ingaggiare simili gare a chi avrebbe inventato per prima qualcosa di buono o a chi avrebbe commesso le atrocità peggiori. Onorare le vittime significa anzitutto ricordarle nella loro specificità.",['trump'],2019-10-30 08:29:21,"Milano, Italia"
